,block_time,buy_token,sell_token,units_bought,units_sold,trade_value_usd,price,difference,executed?
36807,2022-09-20T09:11:23+00:00,USDC,WETH,0.002,1.475315539188e-06,0.0020027851039138,1355.642197804533,0,1
36808,2022-09-20T09:11:23+00:00,USDC,WETH,0.271129,0.0002,0.271506,1355.645,0,1
36809,2022-09-20T09:11:23+00:00,USDC,WETH,12.20078,0.009,12.21777,1355.6422222222222,0,1
36810,2022-09-20T09:11:23+00:00,USDC,WETH,12.20078,0.009,12.21777,1355.6422222222222,0,1
36814,2022-09-20T09:10:23+00:00,USDC,WETH,2.833294,0.00209,2.8388679,1355.643062200957,0,1
36816,2022-09-20T09:09:23+00:00,USDC,WETH,0.001357,1e-06,0.00135831,1357.0,0,1
36817,2022-09-20T09:09:23+00:00,USDC,WETH,13.561946,0.01,13.5831,1356.1946,0,1
36818,2022-09-20T09:09:23+00:00,USDC,WETH,14.91814,0.011,14.94141,1356.1945454545455,0,1
36820,2022-09-20T09:09:23+00:00,USDC,WETH,5.424779,0.004,5.43324,1356.1947499999999,0,1
36822,2022-09-20T09:09:23+00:00,USDC,WETH,1.326031,0.0009777581460472,1.32809866735746,1356.195297743894,0,1
36826,2022-09-20T09:07:59+00:00,USDC,WETH,1.358774,0.001,1.359716989156,1358.774,0,1
36828,2022-09-20T09:07:11+00:00,USDC,WETH,1.765573,0.0013,1.766798307662,1358.133076923077,0,1
36829,2022-09-20T09:07:11+00:00,USDC,WETH,1.493946,0.0011,1.494982798524,1358.1327272727272,0,1
36830,2022-09-20T09:07:11+00:00,USDC,WETH,12.223192,0.009,12.231674895248,1358.1324444444444,0,1
36831,2022-09-20T09:07:11+00:00,WETH,USDC,0.0305226278240063,41.453769,41.482537915686,0.0007363052518579504,0,0
36838,2022-09-20T09:05:11+00:00,WETH,USDC,0.0005,0.682393,0.682729419749,0.0007327156052304171,0,0
36839,2022-09-20T09:04:23+00:00,USDC,WETH,39.337063,0.029,39.39418,1356.450448275862,0,1
36841,2022-09-20T09:03:23+00:00,USDC,WETH,14.919418,0.011,14.94262,1356.3107272727275,0,1
36842,2022-09-20T09:03:23+00:00,USDC,WETH,0.02,1.4745883683037e-05,0.0200311033127111,1356.3107121892667,0,1
36844,2022-09-20T09:03:23+00:00,USDC,WETH,0.013564,1e-05,0.0135842,1356.3999999999999,0,1
36845,2022-09-20T09:02:35+00:00,USDC,WETH,0.406926,0.0003,0.407526,1356.42,0,1
36847,2022-09-20T09:02:35+00:00,USDC,WETH,13.5642,0.01,13.5842,1356.4199999999998,0,1
36848,2022-09-20T09:02:35+00:00,USDC,WETH,0.135642,0.0001,0.135842,1356.42,0,1
36849,2022-09-20T09:01:47+00:00,USDC,WETH,0.0035,2.578141354708e-06,0.0035021987790624,1357.5671456526518,0,1
36852,2022-09-20T09:01:47+00:00,USDC,WETH,2.715135,0.002,2.71684,1357.5675,0,1
36857,2022-09-20T09:00:23+00:00,USDC,WETH,1.353414,0.001,1.35947,1353.4139999999998,0,1
36860,2022-09-20T08:59:35+00:00,USDC,WETH,297.145678,0.21880809274958,297.463037850272,1358.0195972919305,0,1
36864,2022-09-20T08:58:23+00:00,USDC,WETH,3.628273,0.002671018425735,3.63116941923404,1358.3856124098384,0,1
36865,2022-09-20T08:58:23+00:00,USDC,WETH,14.94224,0.011,14.95417,1358.3854545454546,0,1
36866,2022-09-20T08:57:35+00:00,USDC,WETH,0.54309,0.0004,0.543788,1357.725,0,1
36867,2022-09-20T08:57:35+00:00,USDC,WETH,0.135774,0.0001000009,0.135948223523,1357.727780449976,0,1
36868,2022-09-20T08:57:35+00:00,USDC,WETH,12.219511,0.009,12.23523,1357.7234444444446,0,1
36869,2022-09-20T08:57:35+00:00,USDC,WETH,3.928089,0.0028931434524691,3.93314172932824,1357.723550364447,0,1
36871,2022-09-20T08:57:35+00:00,USDC,WETH,8.146341,0.006,8.15682,1357.7234999999998,0,1
36872,2022-09-20T08:57:35+00:00,USDC,WETH,5.430894,0.004,5.43788,1357.7235,0,1
36874,2022-09-20T08:56:59+00:00,USDC,WETH,0.679474,0.0005,0.67986809492,1358.948,0,1
36878,2022-09-20T08:56:59+00:00,USDC,WETH,2.989682,0.0022,2.99141601556,1358.9463636363637,0,1
36879,2022-09-20T08:56:59+00:00,USDC,WETH,0.0035,2.575525341645e-06,0.00350203,1358.9460539978743,0,1
36881,2022-09-20T08:55:47+00:00,USDC,WETH,1.494451,0.0011,1.498068,1358.591818181818,0,1
36883,2022-09-20T08:54:59+00:00,WETH,USDC,0.002671018425735,3.640614,3.642437947614,0.0007336725139591839,0,0
36885,2022-09-20T08:54:59+00:00,USDC,WETH,5.452024,0.004,5.454755464024,1363.0059999999999,0,1
36886,2022-09-20T08:54:59+00:00,USDC,WETH,0.654243,0.00048,0.654570775743,1363.00625,0,1
36887,2022-09-20T08:54:59+00:00,USDC,WETH,5.452024,0.004,5.454755464024,1363.0059999999999,0,1
36889,2022-09-20T08:53:47+00:00,WETH,USDC,0.0012002178696197,1.640614,1.641435947614,0.0007315662731268293,0,0
36892,2022-09-20T08:52:23+00:00,USDC,WETH,1.358373,0.001,1.36188,1358.373,0,1
36893,2022-09-20T08:52:23+00:00,USDC,WETH,19.01721,0.014,19.06632,1358.3721428571428,0,1
36894,2022-09-20T08:52:23+00:00,USDC,WETH,12.225349,0.0090000001495066,12.2569202036101,1358.372088546045,0,1
36895,2022-09-20T08:51:47+00:00,USDC,WETH,1.797881,0.0013213411940082,1.79950814529596,1360.6485653764023,0,1
36898,2022-09-20T08:51:47+00:00,USDC,WETH,9.524537,0.007,9.53316,1360.6481428571428,0,1
36899,2022-09-20T08:51:11+00:00,USDC,WETH,5.574213,0.0041,5.583708,1359.5641463414634,0,1
36901,2022-09-20T08:51:11+00:00,USDC,WETH,25.831716,0.019,25.87572,1359.564,0,1
36905,2022-09-20T08:50:35+00:00,USDC,WETH,2.71992,0.002,2.72584,1359.96,0,1
36906,2022-09-20T08:50:35+00:00,USDC,WETH,5.43984,0.004,5.45168,1359.96,0,1
36907,2022-09-20T08:50:35+00:00,USDC,WETH,1.35996,0.001,1.36292,1359.96,0,1
36909,2022-09-20T08:50:35+00:00,USDC,WETH,6.7998,0.005,6.8146,1359.96,0,1
36915,2022-09-20T08:48:59+00:00,USDC,WETH,2.726516,0.002,2.728168268696,1363.258,0,1
36920,2022-09-20T08:47:35+00:00,USDC,WETH,0.027256,2e-05,0.027272517136,1362.7999999999997,0,1
36927,2022-09-20T08:47:35+00:00,USDC,WETH,12.265007,0.009,12.272439594242,1362.7785555555558,0,1
36930,2022-09-20T08:47:35+00:00,USDC,WETH,0.231673,0.00017,0.231813393838,1362.7823529411762,0,1
36935,2022-09-20T08:45:11+00:00,USDC,WETH,12.227626,0.009,12.25971,1358.6251111111112,0,1
36938,2022-09-20T08:45:11+00:00,USDC,WETH,8.831063,0.0065,8.854235,1358.6250769230771,0,1
36945,2022-09-20T08:42:35+00:00,USDC,WETH,4.075311,0.003,4.08657,1358.4370000000001,0,1
36949,2022-09-20T08:41:59+00:00,USDC,WETH,3.259699,0.0024,3.269256,1358.2079166666667,0,1
36950,2022-09-20T08:41:59+00:00,USDC,WETH,66.552175,0.049,66.74731,1358.2076530612246,0,1
36952,2022-09-20T08:41:59+00:00,USDC,WETH,107.298404,0.079,107.61301,1358.2076455696204,0,1
36953,2022-09-20T08:41:23+00:00,USDC,WETH,120.885568,0.089,121.23491,1358.2648089887641,0,1
36954,2022-09-20T08:41:23+00:00,USDC,WETH,0.013583,1e-05,0.0136219,1358.3,0,1
36955,2022-09-20T08:41:23+00:00,USDC,WETH,133.109951,0.098,133.49462,1358.2648061224488,0,1
36957,2022-09-20T08:40:23+00:00,USDC,WETH,2.580476,0.0019,2.591733,1358.1452631578948,0,1
36958,2022-09-20T08:40:23+00:00,USDC,WETH,1.358146,0.001,1.36407,1358.146,0,1
36959,2022-09-20T08:40:23+00:00,USDC,WETH,134.456377,0.099,135.04293,1358.1452222222222,0,1
36964,2022-09-20T08:38:47+00:00,USDC,WETH,1.358563,0.001,1.36407,1358.5629999999999,0,1
36967,2022-09-20T08:38:11+00:00,USDC,WETH,5.432388,0.004,5.45628,1358.097,0,1
36968,2022-09-20T08:38:11+00:00,USDC,WETH,1.358097,0.001,1.36407,1358.097,0,1
36971,2022-09-20T08:37:35+00:00,USDC,WETH,165.193218,0.120660202781941,165.212380413288,1369.0779079705324,0,1
36973,2022-09-20T08:37:35+00:00,USDC,WETH,135.538713,0.099,135.554435490708,1369.077909090909,0,1
36976,2022-09-20T08:36:59+00:00,USDC,WETH,12.222847,0.009,12.27663,1358.0941111111113,0,1
36977,2022-09-20T08:36:59+00:00,USDC,WETH,62.47233,0.046,62.74722,1358.0941304347825,0,1
36981,2022-09-20T08:34:59+00:00,USDC,WETH,12.207414,0.009,12.24153,1356.3793333333335,0,1
36983,2022-09-20T08:34:59+00:00,USDC,WETH,2.385075,0.0017584125507266,2.39173999912191,1356.3796499373566,0,1
36984,2022-09-20T08:34:59+00:00,USDC,WETH,2.712759,0.002,2.72034,1356.3795,0,1
36985,2022-09-20T08:34:23+00:00,USDC,WETH,10.851673,0.008,10.88136,1356.4591249999999,0,1
36986,2022-09-20T08:34:23+00:00,USDC,WETH,1.35646,0.001,1.36017,1356.46,0,1
36988,2022-09-20T08:32:35+00:00,USDC,WETH,1.355202,0.001,1.36017,1355.202,0,1
36990,2022-09-20T08:31:11+00:00,USDC,WETH,5.0,0.0036914540484498,5.02100505308005,1354.4798159141963,0,1
36991,2022-09-20T08:31:11+00:00,USDC,WETH,10.835839,0.008,10.88136,1354.479875,0,1
36992,2022-09-20T08:31:11+00:00,USDC,WETH,5.282472,0.0039,5.304663,1354.4800000000002,0,1
36996,2022-09-20T08:30:11+00:00,USDC,WETH,9.481166,0.007,9.49522,1354.4522857142856,0,1
36998,2022-09-20T08:27:47+00:00,USDC,WETH,1.0,0.0007356574034055,1.00028,1359.3283984784318,0,1
37003,2022-09-20T08:26:23+00:00,USDC,WETH,9.364706,0.0069135802469135,9.3779950617284,1354.537832142873,0,1
37006,2022-09-20T08:26:23+00:00,USDC,WETH,6.655631,0.0049135802469135,6.6650750617284,1354.5379673367054,0,1
37007,2022-09-20T08:24:11+00:00,WETH,USDC,0.0969135802469136,131.436942,131.533049382716,0.0007373389761830704,0,0
37008,2022-09-20T08:24:11+00:00,USDC,WETH,131.438257,0.0969135802469136,131.533049382716,1356.2418875159233,0,1
37009,2022-09-20T08:23:11+00:00,USDC,WETH,9.371928,0.0069135802469135,9.38324938271605,1355.5824428571586,0,1
37010,2022-09-20T08:23:11+00:00,USDC,WETH,0.01841,1.3580246913581e-05,0.0184313827160504,1355.6454545453794,0,1
37011,2022-09-20T08:23:11+00:00,USDC,WETH,1.238434,0.0009135802469135,1.23992938271605,1355.5831621622813,0,1
37013,2022-09-20T08:21:35+00:00,USDC,WETH,2.594445,0.0019135802469135,2.59714938271605,1355.8067419355407,0,1
37015,2022-09-20T08:20:23+00:00,USDC,WETH,2.803677,0.0020679012345679,2.80504598765432,1355.8079820895532,0,1
37020,2022-09-20T08:18:23+00:00,USDC,WETH,1.779052,0.0013135802469135,1.78183219753087,1354.3534962406843,0,1
37022,2022-09-20T08:17:35+00:00,USDC,WETH,131.255982,0.0969135802469136,131.460364197531,1354.361088152866,0,1
37024,2022-09-20T08:17:35+00:00,USDC,WETH,2.591679,0.0019135802469135,2.59571419753087,1354.3612838710246,0,1
37025,2022-09-20T08:17:35+00:00,USDC,WETH,3.94604,0.0029135802469135,3.95218419753087,1354.3611864407153,0,1
37027,2022-09-20T08:16:59+00:00,USDC,WETH,1.244357,0.0009135802469135,1.24430722572,1362.0664459460654,0,1
37028,2022-09-20T08:14:59+00:00,USDC,WETH,9.362207,0.0069135802469135,9.37592098765432,1354.176369642873,0,1
37030,2022-09-20T08:14:11+00:00,WETH,USDC,0.0969135802469136,131.416594,131.458515893486,0.0007374531426899832,0,0
37031,2022-09-20T08:14:11+00:00,USDC,WETH,131.417909,0.0969135802469136,131.459831312971,1356.0319272611464,0,1
37034,2022-09-20T08:12:11+00:00,USDC,WETH,1.0,0.0007570043849804,1.02661906673514,1320.9963110397193,0,1
37037,2022-09-20T08:11:35+00:00,USDC,WETH,2.604436,0.0019135802469135,2.605266815084,1361.0278451613474,0,1
37038,2022-09-20T08:11:35+00:00,WETH,USDC,0.0019135802469135,2.604436,2.605266815084,0.0007347388251865279,0,0
37042,2022-09-20T08:10:35+00:00,USDC,WETH,9.362585,0.0069135802469135,9.38808888888889,1354.2310446428728,0,1
37043,2022-09-20T08:10:11+00:00,USDC,WETH,1.23864,0.0009135802469135,1.24056888888889,1355.8086486487675,0,1
37045,2022-09-20T08:09:23+00:00,USDC,WETH,131.244158,0.0969135802469136,131.600888888889,1354.2390825477705,0,1
37046,2022-09-20T08:09:23+00:00,USDC,WETH,0.289239,0.0002135802469135,0.29002488888889,1354.2404046247864,0,1
37047,2022-09-20T08:09:23+00:00,USDC,WETH,9.511607,0.0070235802469135,9.53746008888889,1354.239101088061,0,1
37048,2022-09-20T08:08:35+00:00,USDC,WETH,0.56009,0.0004135802469135,0.56160888888889,1354.24746268683,0,1
37050,2022-09-20T08:08:35+00:00,USDC,WETH,26.967898,0.0199135802469136,27.0410488888889,1354.2465827650328,0,1
37051,2022-09-20T08:07:35+00:00,USDC,WETH,2.621716,0.0019135802469135,2.622048957932,1370.058038709735,0,1
37052,2022-09-20T08:06:47+00:00,USDC,WETH,9.476156,0.0069135802469135,9.477359471812,1370.6582785714445,0,1
37056,2022-09-20T08:03:23+00:00,USDC,WETH,10.964493,0.0080135802469135,10.968177069648,1368.2389970728839,0,1
37057,2022-09-20T08:02:47+00:00,USDC,WETH,0.572863,0.0004135802469135,0.573055481968,1385.1314328360897,0,1
37059,2022-09-20T08:02:11+00:00,USDC,WETH,0.567154,0.0004135802469135,0.567344563744,1371.3275820898184,0,1
37060,2022-09-20T08:02:11+00:00,USDC,WETH,1.252816,0.0009135802469135,1.253236946176,1371.325621621742,0,1
37061,2022-09-20T08:02:11+00:00,USDC,WETH,0.567154,0.0004135802469135,0.567344563744,1371.3275820898184,0,1
37062,2022-09-20T08:02:11+00:00,USDC,WETH,1.252816,0.0009135802469135,1.253236946176,1371.325621621742,0,1
37063,2022-09-20T08:02:11+00:00,USDC,WETH,1.252816,0.0009135802469135,1.253236946176,1371.325621621742,0,1
37064,2022-09-20T08:01:35+00:00,USDC,WETH,1.249879,0.0009135802469135,1.250298959344,1368.1107972974173,0,1
37065,2022-09-20T08:01:35+00:00,USDC,WETH,2.7548,0.0020135802469135,2.7557256128,1368.1103617413173,0,1
37066,2022-09-20T08:00:11+00:00,WETH,USDC,0.0969135802469136,131.619102,131.743351851852,0.000736318503729904,0,0
37067,2022-09-20T08:00:11+00:00,USDC,WETH,131.620419,0.0969135802469136,131.743351851852,1358.1215208917195,0,1
37070,2022-09-20T07:58:59+00:00,USDC,WETH,0.572863,0.0004135802469135,0.572796547892,1385.1314328360897,0,1
37072,2022-09-20T07:58:23+00:00,USDC,WETH,1.2644,0.0009135802469135,1.2642533296,1384.0054054055267,0,1
37075,2022-09-20T07:56:11+00:00,USDC,WETH,0.572862,0.0004135802469135,0.572795548008,1385.129014925642,0,1
37076,2022-09-20T07:55:35+00:00,USDC,WETH,0.572862,0.0004135802469135,0.57305104446,1385.129014925642,0,1
37079,2022-09-20T07:53:11+00:00,USDC,WETH,1.264389,0.0009135802469135,1.26480624837,1383.9933648649862,0,1
37080,2022-09-20T07:52:35+00:00,USDC,WETH,0.0035,2.525284873707e-06,0.003501155,1385.9822455841047,0,1
37081,2022-09-20T07:52:35+00:00,USDC,WETH,0.018822,1.3580246913581e-05,0.01882821126,1385.9836363635593,0,1
37083,2022-09-20T07:51:47+00:00,USDC,WETH,1.251048,0.0009135802469135,1.25146084584,1369.3903783784986,0,1
37084,2022-09-20T07:51:47+00:00,USDC,WETH,1.765958,0.0012895940859315,1.76654076614,1369.3905851967463,0,1
37085,2022-09-20T07:50:59+00:00,USDC,WETH,0.572861,0.0004135802469135,0.572670237287,1385.126597015194,0,1
37090,2022-09-20T07:49:23+00:00,USDC,WETH,0.572862,0.0004135802469135,0.572671236954,1385.129014925642,0,1
37094,2022-09-20T07:48:47+00:00,WETH,USDC,0.0042760138390179,5.815833,5.813896327611,0.0007352366959329644,0,0
37095,2022-09-20T07:47:59+00:00,USDC,WETH,2.781814,0.0020135802469135,2.780887655938,1381.5262660944754,0,1
37096,2022-09-20T07:47:23+00:00,USDC,WETH,0.572863,0.0004135802469135,0.572672236621,1385.1314328360897,0,1
37101,2022-09-20T07:45:35+00:00,USDC,WETH,0.572862,0.0004135802469135,0.573068803182,1385.129014925642,0,1
37107,2022-09-20T07:43:35+00:00,USDC,WETH,1.057058,0.0007635802469135,1.057439597938,1384.3443492321585,0,1
37108,2022-09-20T07:42:35+00:00,USDC,WETH,0.569334,0.0004135802469135,0.569539529574,1376.5986268659387,0,1
37110,2022-09-20T07:42:35+00:00,USDC,WETH,0.569334,0.0004135802469135,0.569539529574,1376.5986268659387,0,1
37113,2022-09-20T07:41:23+00:00,USDC,WETH,2.644116,0.0019135802469135,2.645070525876,1381.7638451613482,0,1
37116,2022-09-20T07:40:11+00:00,USDC,WETH,1.402573,0.0010135802469135,1.403298130241,1383.780913520207,0,1
37123,2022-09-20T07:36:23+00:00,USDC,WETH,9.43082,0.0069135802469135,9.44325925925926,1364.100750000016,0,1
37125,2022-09-20T07:36:23+00:00,USDC,WETH,0.564166,0.0004135802469135,0.56490925925926,1364.1028656719063,0,1
37128,2022-09-20T07:35:11+00:00,USDC,WETH,1.388018,0.0010135802469135,1.38853156666,1369.4209257004736,0,1
37129,2022-09-20T07:34:23+00:00,USDC,WETH,1.252418,0.0009135802469135,1.25288139466,1370.8899729730933,0,1
37130,2022-09-20T07:32:35+00:00,USDC,WETH,2.62327,0.0019135802469135,2.6242406099,1370.8701290323156,0,1
37141,2022-09-20T07:29:23+00:00,USDC,WETH,9.456493,0.0069135802469135,9.48840493827161,1367.8141660714446,0,1
37142,2022-09-20T07:28:35+00:00,USDC,WETH,0.009,6.565052877404e-06,0.0090100755205355,1370.8952796064673,0,1
37143,2022-09-20T07:28:11+00:00,USDC,WETH,9.457014,0.0069135802469135,9.48840493827161,1367.8895250000157,0,1
37144,2022-09-20T07:28:11+00:00,USDC,WETH,0.565733,0.0004135802469135,0.567609938271606,1367.891731343549,0,1
37148,2022-09-20T07:26:59+00:00,USDC,WETH,1.389505,0.0010135802469135,1.39106793827161,1370.888002436162,0,1
37150,2022-09-20T07:26:35+00:00,USDC,WETH,2.623294,0.0019135802469135,2.62625493827161,1370.8826709677994,0,1
37155,2022-09-20T07:24:59+00:00,USDC,WETH,0.566446,0.0004135802469135,0.5668991568,1369.615701492803,0,1
37158,2022-09-20T07:24:23+00:00,USDC,WETH,9.493616,0.0069135802469135,9.5012108928,1373.1837428571587,0,1
37159,2022-09-20T07:24:23+00:00,USDC,WETH,2.627698,0.0019135802469135,2.6298001584,1373.18411612909,0,1
37163,2022-09-20T07:23:23+00:00,USDC,WETH,2.186325,0.0015963068587108,2.18807406,1369.6144873835267,0,1
37164,2022-09-20T07:23:23+00:00,USDC,WETH,0.155562,0.0001135802469135,0.1556864496,1369.6219565227068,0,1
37165,2022-09-20T07:23:23+00:00,USDC,WETH,9.468939,0.0069135802469135,9.4765141512,1369.6143910714445,0,1
37167,2022-09-20T07:22:47+00:00,USDC,WETH,2.630284,0.0019135802469135,2.6323882272,1374.535509677477,0,1
37173,2022-09-20T07:21:47+00:00,USDC,WETH,131.773446,0.0959135802469136,131.8788647568,1373.8768343416139,0,1
37177,2022-09-20T07:20:47+00:00,USDC,WETH,1.251253,0.0009135802469135,1.25201604938272,1369.6147702703904,0,1
37178,2022-09-20T07:20:47+00:00,USDC,WETH,0.003,2.190396939651e-06,0.0030018294859447,1369.614769676402,0,1
37179,2022-09-20T07:20:47+00:00,USDC,WETH,0.1,7.3013231321717e-05,0.100060982864847,1369.6147696760831,0,1
37181,2022-09-20T07:20:11+00:00,USDC,WETH,0.032295,2.3580246913581e-05,0.0323155493827171,1369.5785340313698,0,1
37188,2022-09-20T07:17:11+00:00,USDC,WETH,9.468971,0.0069135802469135,9.47471604938272,1369.6190196428731,0,1
37189,2022-09-20T07:16:23+00:00,WETH,USDC,0.0017931434524691,2.443654,2.45741344443635,0.0007337959680335678,0,0
37192,2022-09-20T07:14:59+00:00,USDC,WETH,2.623982,0.0019135802469135,2.62703950617284,1371.2422064516702,0,1
37194,2022-09-20T07:14:11+00:00,USDC,WETH,10.973822,0.0080135802469135,11.0013635061728,1369.403145894329,0,1
37195,2022-09-20T07:14:11+00:00,USDC,WETH,0.566359,0.0004135802469135,0.56777950617284,1369.4053432838477,0,1
37197,2022-09-20T07:14:11+00:00,USDC,WETH,10.267918,0.007498097264417,10.2936878484822,1369.4031482796938,0,1
37198,2022-09-20T07:13:35+00:00,WETH,USDC,31.4092350346739,43170.125123,43168.4846582453,0.0007275687745908298,0,0
37203,2022-09-20T07:10:59+00:00,USDC,WETH,9.467482,0.0069135802469135,9.46284293382,1369.4036464285873,0,1
37204,2022-09-20T07:10:59+00:00,USDC,WETH,3.548719,0.0025914336929408,3.54698012769,1369.4037434439842,0,1
37205,2022-09-20T07:10:11+00:00,WETH,USDC,0.001,1.374182,1.37350865082,0.0007277056459770248,0,0
37206,2022-09-20T07:10:11+00:00,USDC,WETH,1.0,0.0007277055870576,0.99951,1374.1821112620469,0,1
37207,2022-09-20T07:09:35+00:00,WETH,USDC,0.0709135802469136,97.514791,97.46700875241,0.0007272084523763538,0,0
37208,2022-09-20T07:09:35+00:00,USDC,WETH,97.515767,0.0709135802469136,97.46798427417,1375.135293697771,0,1
37210,2022-09-20T07:05:59+00:00,USDC,WETH,0.018487,1.3580246913581e-05,0.018491584776,1361.315454545379,0,1
37213,2022-09-20T07:03:59+00:00,WETH,USDC,0.0335311032784804,45.792287,45.803643487176,0.0007322434731962699,0,0
37214,2022-09-20T07:03:59+00:00,USDC,WETH,9.441642,0.0069135802469135,9.443983527216,1365.6660750000158,0,1
37216,2022-09-20T07:03:23+00:00,USDC,WETH,11.961447,0.0087758645383553,11.964413438856,1362.9935771822788,0,1
37218,2022-09-20T07:02:47+00:00,USDC,WETH,3.949503,0.0029135802469135,3.96383851851852,1355.5497584746136,0,1
37221,2022-09-20T07:01:47+00:00,USDC,WETH,1.242868,0.0009135802469135,1.243176231264,1360.436594594714,0,1
37222,2022-09-20T07:01:11+00:00,USDC,WETH,0.560938,0.0004135802469135,0.562663518518519,1356.297850746532,0,1
37224,2022-09-20T06:59:35+00:00,USDC,WETH,2.739679,0.0020135802469135,2.739418730495,1360.6008522379452,0,1
37227,2022-09-20T06:56:23+00:00,WETH,USDC,0.0003371776205154,0.448468,0.458281706475934,0.0007518432095832924,0,0
37229,2022-09-20T06:55:23+00:00,USDC,WETH,1.236173,0.0009135802469135,1.23964617283951,1353.1082837839026,0,1
37232,2022-09-20T06:53:47+00:00,USDC,WETH,2.590729,0.0019135802469135,2.59655617283951,1353.8648322581212,0,1
37235,2022-09-20T06:52:59+00:00,WETH,USDC,0.246913580246914,335.582043,335.670636659352,0.0007357770935523926,0,0
37236,2022-09-20T06:52:59+00:00,USDC,WETH,335.582044,0.246913580246914,335.670637659616,1359.1072781999976,0,1
37239,2022-09-20T06:51:47+00:00,USDC,WETH,2.587454,0.0019135802469135,2.59655617283951,1352.153380645218,0,1
37242,2022-09-20T06:48:59+00:00,USDC,WETH,266.920229,0.196913580246914,267.058135802469,1355.5196582445112,0,1
37246,2022-09-20T06:47:47+00:00,USDC,WETH,3.198415,0.0023735802469135,3.21909700246914,1347.506579631794,0,1
37248,2022-09-20T06:46:35+00:00,USDC,WETH,2.590729,0.0019135802469135,2.59523580246914,1353.8648322581212,0,1
37250,2022-09-20T06:43:35+00:00,WETH,USDC,0.246913580246914,334.67057,334.982716049383,0.0007377809774158331,0,0
37251,2022-09-20T06:43:35+00:00,USDC,WETH,334.673918,0.246913580246914,334.982716049383,1355.4293678999977,0,1
37252,2022-09-20T06:41:47+00:00,USDC,WETH,10.713918,0.0079135802469135,10.7361960493827,1353.8648330733365,0,1
37253,2022-09-20T06:41:11+00:00,USDC,WETH,1.48056,0.0010935802469135,1.48363844938272,1353.8649808084083,0,1
37255,2022-09-20T06:39:35+00:00,USDC,WETH,3.935289,0.0029135802469135,3.94944543209877,1350.6712245763085,0,1
37260,2022-09-20T06:37:47+00:00,USDC,WETH,63.638229,0.0469135802469136,63.641920017282,1356.499091842105,0,1
37261,2022-09-20T06:37:47+00:00,WETH,USDC,0.0469135802469136,63.637592,63.641282980336,0.0007371991738297325,0,0
37263,2022-09-20T06:36:35+00:00,USDC,WETH,335.325049,0.246913580246914,335.344497852842,1358.0664484499976,0,1
37264,2022-09-20T06:36:35+00:00,WETH,USDC,0.246913580246914,335.321695,335.34114365831,0.000736348360182642,0,0
37268,2022-09-20T06:33:47+00:00,USDC,WETH,4.694864,0.0034714756495754,4.70909143340561,1352.4116179741125,0,1
37272,2022-09-20T06:31:59+00:00,WETH,USDC,0.019,25.85727,25.86714747714,0.0007348030167144482,0,0
37273,2022-09-20T06:31:59+00:00,USDC,WETH,25.857246,0.019,25.867123467972,1360.9076842105264,0,1
37275,2022-09-20T06:31:35+00:00,USDC,WETH,1.367409,0.00101,1.3700751,1353.870297029703,0,1
37277,2022-09-20T06:30:23+00:00,WETH,USDC,0.0063578954026618,8.642789,8.644923768883,0.0007356300613912708,0,0
37278,2022-09-20T06:30:23+00:00,USDC,WETH,1.426006,0.0010490124623787,1.426358223482,1359.3794651080161,0,1
37280,2022-09-20T06:29:59+00:00,USDC,WETH,0.135244,0.0001,0.135477,1352.44,0,1
37281,2022-09-20T06:29:59+00:00,USDC,WETH,12.171958,0.009,12.19293,1352.4397777777779,0,1
37282,2022-09-20T06:29:59+00:00,USDC,WETH,12.307202,0.0091,12.328407,1352.4397802197802,0,1
37284,2022-09-20T06:29:23+00:00,USDC,WETH,2.843115,0.0021,2.845017,1353.8642857142859,0,1
37288,2022-09-20T06:27:35+00:00,USDC,WETH,1.352441,0.001,1.35477,1352.441,0,1
37290,2022-09-20T06:27:35+00:00,USDC,WETH,2.704881,0.002,2.70954,1352.4405,0,1
37292,2022-09-20T06:26:59+00:00,USDC,WETH,0.270489,0.0002,0.270954,1352.445,0,1
37297,2022-09-20T06:26:35+00:00,USDC,WETH,18.46369,0.0136694757670819,18.5189956849695,1350.724074178709,0,1
37301,2022-09-20T06:25:23+00:00,USDC,WETH,704.238715,0.519,704.391534801155,1356.9146724470133,0,1
37302,2022-09-20T06:25:23+00:00,WETH,USDC,0.519,704.238714,704.391533800938,0.0007369660168952314,0,0
37304,2022-09-20T06:24:47+00:00,USDC,WETH,4.05903,0.003,4.06506,1353.01,0,1
37306,2022-09-20T06:23:47+00:00,USDC,WETH,0.270603,0.0002,0.271004,1353.0149999999999,0,1
37313,2022-09-20T06:21:59+00:00,USDC,WETH,12.217393,0.009,12.220044174281,1357.4881111111113,0,1
37318,2022-09-20T06:19:59+00:00,USDC,WETH,0.405921,0.0003,0.407232,1353.07,0,1
37323,2022-09-20T06:17:59+00:00,USDC,WETH,133.995117,0.099,134.38656,1353.4860303030302,0,1
37326,2022-09-20T06:16:59+00:00,USDC,WETH,2.707083,0.002,2.71488,1353.5414999999998,0,1
37327,2022-09-20T06:16:59+00:00,USDC,WETH,0.135355,0.0001,0.135744,1353.55,0,1
37328,2022-09-20T06:16:59+00:00,USDC,WETH,0.270709,0.0002,0.271488,1353.5449999999998,0,1
